Date/Time,ETR (Wh/m^2),Electricity:Facility [kW](Hourly),Normalized Solar Energy [kWh],Normalized SE2
 10/13  03:00:00,0,0.5341489955,0,0.022
 10/13  04:00:00,0,0.536236882,0,0.03
 10/13  05:00:00,0,0.586040711,0,0.034
 10/13  06:00:00,0,0.7785510103,0,0.046
 10/13  07:00:00,91,1.0829244846,0.2275,0.059
 10/13  08:00:00,329,1.0165193065,0.8225,0.063
 10/13  09:00:00,542,0.8569386975,1.355,0.064
 10/13  10:00:00,710,0.8508468822,1.775,0.057
 10/13  11:00:00,821,0.8559879411,2.0525,0.052
 10/13  12:00:00,867,0.8376214063,2.1675,0.043
 10/13  13:00:00,846,0.8062327041,2.115,0.04
 10/13  14:00:00,758,0.7924699056,1.895,0.026
 10/13  15:00:00,610,0.8225917717,1.525,0.022
 10/13  16:00:00,412,0.9658301651,1.03,0.015
 10/13  17:00:00,179,1.255631501,0.4475,0.019
 10/13  18:00:00,7,1.4948191114,0.0175,0.026
 10/13  19:00:00,0,1.6813242789,0,0.035
 10/13  20:00:00,0,1.7399417637,0,0.055
 10/13  21:00:00,0,1.5724597026,0,0.074
 10/13  22:00:00,0,1.270713164,0,0.089
 10/13  23:00:00,0,0.9779277327,0,0.078
 10/13  24:00:00,0,0.67728634,0,0.055
 10/14  01:00:00,0,0.5714428955,0,0.038
 10/14  02:00:00,0,0.5167843726,0,0.017
 10/14  03:00:00,0,0.5057817201,0,0.01
 10/14  04:00:00,0,0.5070497232,0,0.006
 10/14  05:00:00,0,0.5614085288,0,0.008
 10/14  06:00:00,0,0.7625727706,0,0.014
 10/14  07:00:00,87,1.0778321624,0.2175,0.021
 10/14  08:00:00,323,1.0271315711,0.8075,0.024
 10/14  09:00:00,536,0.8838062827,1.34,0.022
 10/14  10:00:00,704,0.8848717552,1.76,0.017
 10/14  11:00:00,815,0.8890098616,2.0375,0.007
 10/14  12:00:00,861,0.8619804595,2.1525,0.003
 10/14  13:00:00,839,0.8281537362,2.0975,0.002
 10/14  14:00:00,751,0.807671629,1.8775,0.002
 10/14  15:00:00,603,0.8412553249,1.5075,0.003
 10/14  16:00:00,405,0.9865554308,1.0125,0.003
 10/14  17:00:00,172,1.2712781434,0.43,0.002
 10/14  18:00:00,5,1.5227681939,0.0125,0.003
 10/14  19:00:00,0,1.7136638446,0,0.005
 10/14  20:00:00,0,1.7746643846,0,0.007
 10/14  21:00:00,0,1.6140612042,0,0.009
 10/14  22:00:00,0,1.3102380648,0,0.008
 10/14  23:00:00,0,1.0127280217,0,0.008
 10/14  24:00:00,0,0.7128263261,0,0.009
 10/15  01:00:00,0,0.6062586035,0,0.009
 10/15  02:00:00,0,0.5584753277,0,0.006
 10/15  03:00:00,0,0.5589152828,0,0.004
 10/15  04:00:00,0,0.5697097847,0,0.006
 10/15  05:00:00,0,0.631296724,0,0.01
 10/15  06:00:00,0,0.8345979922,0,0.011
 10/15  07:00:00,83,1.1416490861,0.2075,0.014
 10/15  08:00:00,318,1.0859892441,0.795,0.021
 10/15  09:00:00,531,0.931224252,1.3275,0.019
 10/15  10:00:00,698,0.9282960655,1.745,0.029
 10/15  11:00:00,808,0.9143118464,2.02,0.023
 10/15  12:00:00,854,0.8837135265,2.135,0.029
 10/15  13:00:00,833,0.8490227687,2.0825,0.027
 10/15  14:00:00,744,0.8399614637,1.86,0.03
 10/15  15:00:00,596,0.8717203538,1.49,0.026
 10/15  16:00:00,398,1.0173937601,0.995,0.026
 10/15  17:00:00,165,1.3199178822,0.4125,0.04
 10/15  18:00:00,4,1.5577515047,0.01,0.054
 10/15  19:00:00,0,1.751297066,0,0.064
 10/15  20:00:00,0,1.8261177628,0,0.082
 10/15  21:00:00,0,1.6704547561,0,0.094
 10/15  22:00:00,0,1.3690303975,0,0.134
 10/15  23:00:00,0,1.0785274812,0,0.154
 10/15  24:00:00,0,0.7771255779,0,0.14
 10/16  01:00:00,0,0.6671909054,0,0.13
 10/16  02:00:00,0,0.6201152291,0,0.152
 10/16  03:00:00,0,0.6133890892,0,0.177
 10/16  04:00:00,0,0.6081326744,0,0.175
 10/16  05:00:00,0,0.6604479812,0,0.207
 10/16  06:00:00,0,0.8631475034,0,0.228
 10/16  07:00:00,78,1.1484841007,0.195,0.254
 10/16  08:00:00,313,1.0849504362,0.7825,0.257
 10/16  09:00:00,525,0.9186521389,1.3125,0.278
 10/16  10:00:00,692,0.9143141324,1.73,0.282
 10/16  11:00:00,802,0.8973045991,2.005,0.316
 10/16  12:00:00,848,0.8711239518,2.12,0.325
 10/16  13:00:00,826,0.8394840452,2.065,0.368
 10/16  14:00:00,738,0.8257358247,1.845,0.367
 10/16  15:00:00,589,0.8584096544,1.4725,0.37
 10/16  16:00:00,391,1.0012848346,0.9775,0.334
 10/16  17:00:00,158,1.3025902195,0.395,0.342
 10/16  18:00:00,3,1.5370785957,0.0075,0.388
 10/16  19:00:00,0,1.7256718129,0,0.441
 10/16  20:00:00,0,1.7882409468,0,0.52
 10/16  21:00:00,0,1.6272447939,0,0.572
 10/16  22:00:00,0,1.3352865783,0,0.585
 10/16  23:00:00,0,1.0539792289,0,0.569
 10/16  24:00:00,0,0.7586633589,0,0.575
 10/17  01:00:00,0,0.6488096089,0,0.585
 10/17  02:00:00,0,0.5974337924,0,0.586
 10/17  03:00:00,0,0.5892363493,0,0.598
 10/17  04:00:00,0,0.588135162,0,0.65
 10/17  05:00:00,0,0.6413073378,0,0.601
 10/17  06:00:00,0,0.834897543,0,0.577
 10/17  07:00:00,75,1.1314066142,0.1875,0.581
 10/17  08:00:00,307,1.0708531059,0.7675,0.598
 10/17  09:00:00,520,0.907003546,1.3,0.575
 10/17  10:00:00,686,0.9040478277,1.715,0.577
 10/17  11:00:00,796,0.8883995818,1.99,0.597
 10/17  12:00:00,842,0.8564120931,2.105,0.572
 10/17  13:00:00,819,0.8241638788,2.0475,0.531
 10/17  14:00:00,731,0.8107218916,1.8275,0.508
 10/17  15:00:00,582,0.8435662219,1.455,0.495
 10/17  16:00:00,384,0.9894450776,0.96,0.462
 10/17  17:00:00,151,1.2951971849,0.3775,0.495
 10/17  18:00:00,2,1.5307904572,0.005,0.516
 10/17  19:00:00,0,1.7214108082,0,0.57
 10/17  20:00:00,0,1.7831826281,0,0.581
 10/17  21:00:00,0,1.6222479736,0,0.606
 10/17  22:00:00,0,1.3234269968,0,0.638
 10/17  23:00:00,0,1.0357198811,0,0.625
 10/17  24:00:00,0,0.7383707151,0,0.61
 10/18  01:00:00,0,0.6379890575,0,0.592
 10/18  02:00:00,0,0.5930266195,0,0.548
 10/18  03:00:00,0,0.5923975957,0,0.531
 10/18  04:00:00,0,0.5973133499,0,0.53
 10/18  05:00:00,0,0.6543785204,0,0.525
 10/18  06:00:00,0,0.8682026291,0,0.551
 10/18  07:00:00,71,1.1496888349,0.1775,0.553
 10/18  08:00:00,302,1.0773202802,0.755,0.534
 10/18  09:00:00,514,0.9003109847,1.285,0.586
 10/18  10:00:00,680,0.8927465857,1.7,0.595
 10/18  11:00:00,790,0.8734462857,1.975,0.564
 10/18  12:00:00,835,0.8338891111,2.0875,0.629
 10/18  13:00:00,813,0.7967553814,2.0325,0.601
 10/18  14:00:00,724,0.7785040109,1.81,0.529
 10/18  15:00:00,576,0.8114536318,1.44,0.499
 10/18  16:00:00,377,0.964322549,0.9425,0.541
 10/18  17:00:00,145,1.2791243543,0.3625,0.582
 10/18  18:00:00,1,1.5215698127,0.0025,0.626
 10/18  19:00:00,0,1.7248592491,0,0.669
 10/18  20:00:00,0,1.7989488417,0,0.727
 10/18  21:00:00,0,1.6459031549,0,0.723
 10/18  22:00:00,0,1.3549282008,0,0.747
 10/18  23:00:00,0,1.071773124,0,0.782
 10/18  24:00:00,0,0.7807043728,0,0.814
 10/19  01:00:00,0,0.6816653135,0,0.837
 10/19  02:00:00,0,0.6394896833,0,0.843
 10/19  03:00:00,0,0.6379218079,0,0.827
 10/19  04:00:00,0,0.6425432131,0,0.842
 10/19  05:00:00,0,0.7016675055,0,0.774
 10/19  06:00:00,0,0.9159793508,0,0.699
 10/19  07:00:00,67,1.1987043648,0.1675,0.6
 10/19  08:00:00,297,1.1216848612,0.7425,0.603
 10/19  09:00:00,508,0.9263375705,1.27,0.622
 10/19  10:00:00,675,0.90408488,1.6875,0.619
 10/19  11:00:00,784,0.8686846019,1.96,0.593
 10/19  12:00:00,829,0.8241063114,2.0725,0.554
 10/19  13:00:00,806,0.7817608284,2.015,0.568
 10/19  14:00:00,717,0.7685460569,1.7925,0.596
 10/19  15:00:00,569,0.8035165371,1.4225,0.557
 10/19  16:00:00,370,0.9506375116,0.925,0.517
 10/19  17:00:00,138,1.2413812688,0.345,0.488
 10/19  18:00:00,1,1.4884578784,0.0025,0.525
 10/19  19:00:00,0,1.6840902709,0,0.549
 10/19  20:00:00,0,1.7529132082,0,0.565
 10/19  21:00:00,0,1.594367969,0,0.521
 10/19  22:00:00,0,1.3054390114,0,0.47
 10/19  23:00:00,0,1.0232646047,0,0.422
 10/19  24:00:00,0,0.7318743753,0,0.364
 10/20  01:00:00,0,0.638986746,0,0.371
 10/20  02:00:00,0,0.5894396846,0,0.36
 10/20  03:00:00,0,0.600376638,0,0.323
 10/20  04:00:00,0,0.608472992,0,0.316
 10/20  05:00:00,0,0.6677031908,0,0.282
 10/20  06:00:00,0,0.884747292,0,0.256
 10/20  07:00:00,63,1.1890860887,0.1575,0.245
 10/20  08:00:00,291,1.094240359,0.7275,0.19
 10/20  09:00:00,503,0.9010372782,1.2575,0.184
 10/20  10:00:00,669,0.8764031636,1.6725,0.175
 10/20  11:00:00,778,0.8502715759,1.945,0.156
 10/20  12:00:00,822,0.8087163139,2.055,0.134
 10/20  13:00:00,800,0.7762953874,2,0.099
 10/20  14:00:00,711,0.7685460569,1.7775,0.066
 10/20  15:00:00,562,0.8035165371,1.405,0.051
 10/20  16:00:00,364,0.9506375116,0.91,0.048
 10/20  17:00:00,132,1.2373540312,0.33,0.032
 10/20  18:00:00,0,1.4884578784,0,0.045
 10/20  19:00:00,0,1.6794190904,0,0.044
 10/20  20:00:00,0,1.7481002897,0,0.047
 10/20  21:00:00,0,1.5917552516,0,0.061
 10/20  22:00:00,0,1.3035127186,0,0.056
 10/20  23:00:00,0,1.0263284638,0,0.045
 10/20  24:00:00,0,0.7414674534,0,0.042
 10/21  01:00:00,0,0.6411317263,0,0.041
 10/21  02:00:00,0,0.5951719185,0,0.032
 10/21  03:00:00,0,0.5879049956,0,0.037
 10/21  04:00:00,0,0.5966241431,0,0.04
 10/21  05:00:00,0,0.6591562263,0,0.034
 10/21  06:00:00,0,0.8799302139,0,0.053
 10/21  07:00:00,60,1.1719540123,0.15,0.067
 10/21  08:00:00,286,1.108738982,0.715,0.098
 10/21  09:00:00,497,0.9487864202,1.2425,0.117
 10/21  10:00:00,663,0.9520213032,1.6575,0.109
 10/21  11:00:00,772,0.9340418577,1.93,0.096
 10/21  12:00:00,816,0.8890343804,2.04,0.088
 10/21  13:00:00,793,0.8421940961,1.9825,0.089
 10/21  14:00:00,704,0.8267605092,1.76,0.09
 10/21  15:00:00,555,0.8587290932,1.3875,0.117
 10/21  16:00:00,357,1.0015275516,0.8925,0.159
 10/21  17:00:00,125,1.2930249344,0.3125,0.187
 10/21  18:00:00,0,1.5335471687,0,0.225
 10/21  19:00:00,0,1.722630132,0,0.259
 10/21  20:00:00,0,1.7852867016,0,0.264
 10/21  21:00:00,0,1.621973794,0,0.298
 10/21  22:00:00,0,1.3176531787,0,0.326
 10/21  23:00:00,0,1.0179766997,0,0.274
 10/21  24:00:00,0,0.7150468541,0,0.222
 10/22  01:00:00,0,0.6126558498,0,0.266
 10/22  02:00:00,0,0.5642709056,0,0.291
 10/22  03:00:00,0,0.5654196232,0,0.266
 10/22  04:00:00,0,0.5727722836,0,0.242
 10/22  05:00:00,0,0.6341897649,0,0.267
 10/22  06:00:00,0,0.8518004515,0,0.283
 10/22  07:00:00,56,1.1438702588,0.14,0.258
 10/22  08:00:00,280,1.0861728516,0.7,0.22
 10/22  09:00:00,491,0.9198295663,1.2275,0.239
 10/22  10:00:00,657,0.9028302439,1.6425,0.261
 10/22  11:00:00,765,0.8838086276,1.9125,0.253
 10/22  12:00:00,810,0.8475499644,2.025,0.232
 10/22  13:00:00,786,0.8198834199,1.965,0.21
 10/22  14:00:00,697,0.807671629,1.7425,0.197
 10/22  15:00:00,549,0.84057551,1.3725,0.167
 10/22  16:00:00,350,0.9865554308,0.875,0.148
 10/22  17:00:00,119,1.2712781434,0.2975,0.167
 10/22  18:00:00,0,1.5227681939,0,0.194
 10/22  19:00:00,0,1.7136638446,0,0.178
 10/22  20:00:00,0,1.7739504014,0,0.183
 10/22  21:00:00,0,1.6134509462,0,0.176
 10/22  22:00:00,0,1.3114804341,0,0.166
 10/22  23:00:00,0,1.011616827,0,0.157
 10/22  24:00:00,0,0.7068987813,0,0.154
 10/23  01:00:00,0,0.5938979153,0,0.14
 10/23  02:00:00,0,0.5446027906,0,0.146
 10/23  03:00:00,0,0.5362698619,0,0.165
 10/23  04:00:00,0,0.5359298642,0,0.186
 10/23  05:00:00,0,0.5910017596,0,0.217
 10/23  06:00:00,0,0.7838539595,0,0.262
 10/23  07:00:00,53,1.0895634817,0.1325,0.296
 10/23  08:00:00,275,1.0207277045,0.6875,0.299
 10/23  09:00:00,485,0.8528125323,1.2125,0.318
 10/23  10:00:00,651,0.8283781261,1.6275,0.338
 10/23  11:00:00,759,0.8240608432,1.8975,0.32
 10/23  12:00:00,803,0.7997394583,2.0075,0.324
 10/23  13:00:00,780,0.7762953874,1.95,0.319
 10/23  14:00:00,691,0.7699953363,1.7275,0.318
 10/23  15:00:00,542,0.8134777323,1.355,0.332
 10/23  16:00:00,344,0.9553828096,0.86,0.313
 10/23  17:00:00,113,1.2564924402,0.2825,0.335
 10/23  18:00:00,0,1.4989969076,0,0.401
 10/23  19:00:00,0,1.6911014819,0,0.447
 10/23  20:00:00,0,1.7540049689,0,0.476
 10/23  21:00:00,0,1.594727866,0,0.476
 10/23  22:00:00,0,1.3009172244,0,0.488
 10/23  23:00:00,0,1.0147950718,0,0.549
 10/23  24:00:00,0,0.7191886347,0,0.589
 10/24  01:00:00,0,0.6182437287,0,0.617
 10/24  02:00:00,0,0.5725676204,0,0.643
 10/24  03:00:00,0,0.5693219244,0,0.573
 10/24  04:00:00,0,0.5746292205,0,0.507
 10/24  05:00:00,0,0.6378183995,0,0.518
 10/24  06:00:00,0,0.8539029624,0,0.476
 10/24  07:00:00,49,1.139560133,0.1225,0.432
 10/24  08:00:00,270,1.065861173,0.675,0.445
 10/24  09:00:00,480,0.8877469035,1.2,0.427
 10/24  10:00:00,645,0.8752506751,1.6125,0.385
 10/24  11:00:00,753,0.8697792054,1.8825,0.375
 10/24  12:00:00,797,0.8366066003,1.9925,0.355
 10/24  13:00:00,774,0.7978931704,1.935,0.337
 10/24  14:00:00,684,0.7752784148,1.71,0.324
 10/24  15:00:00,535,0.8071942325,1.3375,0.285
 10/24  16:00:00,337,0.9565362551,0.8425,0.282
 10/24  17:00:00,107,1.2695397987,0.2675,0.298
 10/24  18:00:00,0,1.5160204679,0,0.295
 10/24  19:00:00,0,1.7142630412,0,0.344
 10/24  20:00:00,0,1.7906014167,0,0.34
 10/24  21:00:00,0,1.6368686396,0,0.305
 10/24  22:00:00,0,1.3452359247,0,0.281
 10/24  23:00:00,0,1.0655194585,0,0.267
 10/24  24:00:00,0,0.7777385535,0,0.281
 10/25  01:00:00,0,0.6701902628,0,0.23
 10/25  02:00:00,0,0.6285346756,0,0.216
 10/25  03:00:00,0,0.6289187902,0,0.208
 10/25  04:00:00,0,0.6386265863,0,0.205
 10/25  05:00:00,0,0.697116602,0,0.237
 10/25  06:00:00,0,0.9120485267,0,0.231
 10/25  07:00:00,46,1.2006802248,0.115,0.248
 10/25  08:00:00,264,1.126448708,0.66,0.268
 10/25  09:00:00,474,0.9370490733,1.185,0.255
 10/25  10:00:00,639,0.9197599543,1.5975,0.233
 10/25  11:00:00,747,0.8862957946,1.8675,0.234
 10/25  12:00:00,791,0.8480385601,1.9775,0.237
 10/25  13:00:00,767,0.808126562,1.9175,0.217
 10/25  14:00:00,678,0.7866738173,1.695,0.19
 10/25  15:00:00,529,0.8253808218,1.3225,0.198
 10/25  16:00:00,331,0.9751946858,0.8275,0.194
 10/25  17:00:00,101,1.2882362708,0.2525,0.197
 10/25  18:00:00,0,1.5239555025,0,0.212
 10/25  19:00:00,0,1.716337991,0,0.243
 10/25  20:00:00,0,1.781845012,0,0.252
 10/25  21:00:00,0,1.6259556423,0,0.233
 10/25  22:00:00,0,1.3323963885,0,0.23
 10/25  23:00:00,0,1.0429323569,0,0.188
 10/25  24:00:00,0,0.7482210347,0,0.133
 10/26  01:00:00,0,0.6422999911,0,0.114
 10/26  02:00:00,0,0.592435625,0,0.1
 10/26  03:00:00,0,0.5848985084,0,0.086
 10/26  04:00:00,0,0.5864825716,0,0.072
 10/26  05:00:00,0,0.6390028403,0,0.071
 10/26  06:00:00,0,0.8309668577,0,0.063
 10/26  07:00:00,43,1.1413192266,0.1075,0.065
 10/26  08:00:00,259,1.0724312616,0.6475,0.06
 10/26  09:00:00,468,0.9141327206,1.17,0.051
 10/26  10:00:00,633,0.9252297561,1.5825,0.039
 10/26  11:00:00,741,0.9148385814,1.8525,0.03
 10/26  12:00:00,784,0.8906702921,1.96,0.016
 10/26  13:00:00,761,0.8603532527,1.9025,0.014
 10/26  14:00:00,671,0.8477923693,1.6775,0.012
 10/26  15:00:00,522,0.8796420423,1.305,0.013
 10/26  16:00:00,325,1.0241393689,0.8125,0.009
 10/26  17:00:00,96,1.3281542042,0.24,0.01
 10/26  18:00:00,0,1.5557608319,0,0.011
 10/26  19:00:00,0,1.7380293212,0,0.01
 10/26  20:00:00,0,1.7977968849,0,0.008
 10/26  21:00:00,0,1.630292719,0,0.009
 10/26  22:00:00,0,1.3288118613,0,0.011
 10/26  23:00:00,0,1.0364065032,0,0.012
 10/26  24:00:00,0,0.7360284105,0,0.013
 10/27  01:00:00,0,0.6265578145,0,0.013
 10/27  02:00:00,0,0.5753435209,0,0.013
 10/27  03:00:00,0,0.5651053331,0,0.014
 10/27  04:00:00,0,0.5645570246,0,0.016
 10/27  05:00:00,0,0.6189081708,0,0.015
 10/27  06:00:00,0,0.8128087167,0,0.017
 10/27  07:00:00,40,1.1227517581,0.1,0.018
 10/27  08:00:00,253,1.0557592005,0.6325,0.023
 10/27  09:00:00,463,0.8962644387,1.1575,0.037
 10/27  10:00:00,627,0.9011279762,1.5675,0.064
 10/27  11:00:00,735,0.8922305244,1.8375,0.08
 10/27  12:00:00,778,0.8661238692,1.945,0.085
 10/27  13:00:00,754,0.8352832632,1.885,0.089
 10/27  14:00:00,665,0.822813336,1.6625,0.089
 10/27  15:00:00,516,0.8547938614,1.29,0.111
 10/27  16:00:00,318,0.9984364756,0.795,0.149
 10/27  17:00:00,90,1.2979250462,0.225,0.202
 10/27  18:00:00,0,1.5321986348,0,0.282
 10/27  19:00:00,0,1.7193869109,0,0.351
 10/27  20:00:00,0,1.7806123883,0,0.379
 10/27  21:00:00,0,1.6136808695,0,0.361
 10/27  22:00:00,0,1.3152131188,0,0.367
 10/27  23:00:00,0,1.0221330698,0,0.36
 10/27  24:00:00,0,0.7220893583,0,0.367
 10/28  01:00:00,0,0.6170977237,0,0.344
 10/28  02:00:00,0,0.5627439778,0,0.321
 10/28  03:00:00,0,0.5500848908,0,0.318
 10/28  04:00:00,0,0.550314998,0,0.281
 10/28  05:00:00,0,0.6043982742,0,0.198
 10/28  06:00:00,0,0.8039619839,0,0.137
 10/28  07:00:00,37,1.1220594722,0.0925,0.128
 10/28  08:00:00,248,1.0627157934,0.62,0.117
 10/28  09:00:00,457,0.9132886334,1.1425,0.112
 10/28  10:00:00,621,0.91501924,1.5525,0.16
 10/28  11:00:00,729,0.9212400518,1.8225,0.234
 10/28  12:00:00,772,0.8952090135,1.93,0.268
 10/28  13:00:00,748,0.8580838616,1.87,0.452
 10/28  14:00:00,659,0.8426835644,1.6475,0.602
 10/28  15:00:00,510,0.8785629645,1.275,0.717
 10/28  16:00:00,312,1.0181144387,0.78,0.912
 10/28  17:00:00,85,1.3191279367,0.2125,1.133
 10/28  18:00:00,0,1.5548818585,0,1.284
 10/28  19:00:00,0,1.7420313485,0,1.278
 10/28  20:00:00,0,1.8065923495,0,1.338
 10/28  21:00:00,0,1.6419615925,0,1.346
 10/28  22:00:00,0,1.3512236532,0,1.221
 10/28  23:00:00,0,1.0571370461,0,0.991
 10/28  24:00:00,0,0.7572762467,0,0.874
 10/29  01:00:00,0,0.7688325106,0,0.762
 10/29  02:00:00,0,0.6567235248,0,0.743
 10/29  03:00:00,0,0.6067803179,0,0.681
 10/29  04:00:00,0,0.5975003801,0,0.545
 10/29  05:00:00,0,0.5989468924,0,0.462
 10/29  06:00:00,0,0.652177224,0,0.531
 10/29  07:00:00,34,0.8632879222,0.085,0.619
 10/29  08:00:00,242,1.1502438325,0.605,0.683
 10/29  09:00:00,451,1.0812556715,1.1275,0.63
 10/29  10:00:00,615,0.9115171716,1.5375,0.767
 10/29  11:00:00,722,0.8922514118,1.805,0.898
 10/29  12:00:00,766,0.876413104,1.915,0.747
 10/29  13:00:00,742,0.8475499644,1.855,0.771
 10/29  14:00:00,652,0.8198834199,1.63,0.823
 10/29  15:00:00,504,0.807671629,1.26,0.832
 10/29  16:00:00,306,0.84057551,0.765,0.896
 10/29  17:00:00,81,0.9865554308,0.2025,1.134
 10/29  18:00:00,0,1.2712781434,0,1.178
 10/29  19:00:00,0,1.5227681939,0,1.352
 10/29  20:00:00,0,1.7136638446,0,1.282
 10/29  21:00:00,0,1.7739504014,0,1.497
 10/29  22:00:00,0,1.6042063072,0,1.571
 10/29  23:00:00,0,1.291774493,0,1.482
 10/29  24:00:00,0,0.9921101191,0,1.432
 10/30  01:00:00,0,0.6780277571,0,1.462
 10/30  02:00:00,0,0.5720084218,0,1.419
 10/30  03:00:00,0,0.5224085397,0,1.42
 10/30  04:00:00,0,0.5182629556,0,1.481
 10/30  05:00:00,0,0.5232200853,0,1.574
 10/30  06:00:00,0,0.5840144117,0,1.576
 10/30  07:00:00,32,0.7803486625,0.08,1.589
 10/30  08:00:00,237,1.0904852202,0.5925,1.565
 10/30  09:00:00,445,1.0219278589,1.1125,1.503
 10/30  10:00:00,609,0.8552102739,1.5225,1.422
 10/30  11:00:00,716,0.853432211,1.79,1.355
 10/30  12:00:00,759,0.8498560843,1.8975,1.262
 10/30  13:00:00,735,0.8211019072,1.8375,1.199
 10/30  14:00:00,646,0.7912281013,1.615,1.16
 10/30  15:00:00,498,0.7935403674,1.245,1.148
 10/30  16:00:00,300,0.8388966023,0.75,1.237
 10/30  17:00:00,76,0.999152283,0.19,1.307
 10/30  18:00:00,0,1.3192856162,0,1.301
 10/30  19:00:00,0,1.5595988312,0,1.375
 10/30  20:00:00,0,1.7598902811,0,1.442
 10/30  21:00:00,0,1.8271962931,0,1.495
 10/30  22:00:00,0,1.6723197772,0,1.503
 10/30  23:00:00,0,1.3811155444,0,1.484
 10/30  24:00:00,0,1.0996839174,0,1.477
 10/31  01:00:00,0,0.8081537466,0,1.512
 10/31  02:00:00,0,0.7015400194,0,1.55
 10/31  03:00:00,0,0.6609484626,0,1.507
 10/31  04:00:00,0,0.6523824027,0,1.419
 10/31  05:00:00,0,0.6621173184,0,1.361
 10/31  06:00:00,0,0.7127312945,0,1.372
 10/31  07:00:00,29,0.9314921753,0.0725,1.35
 10/31  08:00:00,231,1.192722977,0.5775,1.274
 10/31  09:00:00,440,1.0978309502,1.1,1.213
 10/31  10:00:00,603,0.913029001,1.5075,1.101
 10/31  11:00:00,710,0.8944787612,1.775,0.972
 10/31  12:00:00,753,0.8681355602,1.8825,0.844
 10/31  13:00:00,729,0.8373428058,1.8225,0.685
 10/31  14:00:00,640,0.8017542351,1.6,0.506
 10/31  15:00:00,491,0.7934747198,1.2275,0.511
 10/31  16:00:00,294,0.8375247483,0.735,0.461
 10/31  17:00:00,72,0.9995405596,0.18,0.477
 10/31  18:00:00,0,1.3209876023,0,0.522
 10/31  19:00:00,0,1.5567802015,0,0.555
 10/31  20:00:00,0,1.7502025763,0,0.535
 10/31  21:00:00,0,1.8182897931,0,0.448
 10/31  22:00:00,0,1.6549131678,0,0.401
 10/31  23:00:00,0,1.3550654215,0,0.353
 10/31  24:00:00,0,1.0625856119,0,0.315
 11/01  01:00:00,0,0.7623915745,0,0.313
 11/01  02:00:00,0,0.6447824069,0,0.303
 11/01  03:00:00,0,0.5901628361,0,0.294
 11/01  04:00:00,0,0.5774552114,0,0.287
 11/01  05:00:00,0,0.5753484918,0,0.31
 11/01  06:00:00,0,0.6278555621,0,0.293
 11/01  07:00:00,27,0.8062987178,0.0675,0.276
 11/01  08:00:00,226,1.0485304521,0.565,0.266
 11/01  09:00:00,434,1.0035233787,1.085,0.268
 11/01  10:00:00,597,0.8773460177,1.4925,0.219
 11/01  11:00:00,704,0.8734671625,1.76,0.117
 11/01  12:00:00,747,0.8667169361,1.8675,0.054
 11/01  13:00:00,723,0.8437726039,1.8075,0.038
 11/01  14:00:00,634,0.8140196361,1.585,0.032
 11/01  15:00:00,486,0.8251368513,1.215,0.033
 11/01  16:00:00,289,0.9222755215,0.7225,0.046
 11/01  17:00:00,68,1.2156575004,0.17,0.069
 11/01  18:00:00,0,1.7206080013,0,0.111
 11/01  19:00:00,0,1.9771724279,0,0.131
 11/01  20:00:00,0,1.886229354,0,0.131
 11/01  21:00:00,0,1.8023259194,0,0.145
 11/01  22:00:00,0,1.6477655469,0,0.205
 11/01  23:00:00,0,1.3424376783,0,0.232
 11/01  24:00:00,0,1.0605623583,0,0.223
 11/02  01:00:00,0,0.7741629721,0,0.249
 11/02  02:00:00,0,0.6682932902,0,0.27
 11/02  03:00:00,0,0.6187709554,0,0.227
 11/02  04:00:00,0,0.6114324676,0,0.2
 11/02  05:00:00,0,0.6086497214,0,0.196
 11/02  06:00:00,0,0.6614160174,0,0.198
 11/02  07:00:00,24,0.8363882412,0.06,0.213
 11/02  08:00:00,220,1.0749481229,0.55,0.221
 11/02  09:00:00,428,1.0446861112,1.07,0.221
 11/02  10:00:00,591,0.9268593714,1.4775,0.234
 11/02  11:00:00,698,0.9385669619,1.745,0.209
 11/02  12:00:00,741,0.9310695008,1.8525,0.204
 11/02  13:00:00,717,0.9067687125,1.7925,0.209
 11/02  14:00:00,628,0.8752780635,1.57,0.222
 11/02  15:00:00,480,0.873409719,1.2,0.239
 11/02  16:00:00,283,0.9570555114,0.7075,0.248
 11/02  17:00:00,64,1.2369423735,0.16,0.314
 11/02  18:00:00,0,1.7072083235,0,0.35
 11/02  19:00:00,0,1.9779186365,0,0.343
 11/02  20:00:00,0,1.8795123379,0,0.382
 11/02  21:00:00,0,1.7860654579,0,0.39
 11/02  22:00:00,0,1.6225210992,0,0.379
 11/02  23:00:00,0,1.3103906462,0,0.365
 11/02  24:00:00,0,1.0186513617,0,0.381
 11/03  01:00:00,0,0.725765244,0,0.383
 11/03  02:00:00,0,0.6088463384,0,0.433
 11/03  03:00:00,0,0.5706335995,0,0.427
 11/03  04:00:00,0,0.5637362921,0,0.416
 11/03  05:00:00,0,0.5683126954,0,0.452
 11/03  06:00:00,0,0.6284074352,0,0.513
 11/03  07:00:00,22,0.8096266883,0.055,0.549
 11/03  08:00:00,215,1.0654701733,0.5375,0.572
 11/03  09:00:00,422,1.0131318243,1.055,0.556
 11/03  10:00:00,586,0.8926522843,1.465,0.549
 11/03  11:00:00,692,0.8928684978,1.73,0.529
 11/03  12:00:00,735,0.8743854169,1.8375,0.51
